subclass	superfamily	family	total_bp	mean_width	min_width	max_width	sd_width	mean_div	min_div	max_div	sd_div
Unknown	Unknown	RND-4_FAMILY-3579	9489	412.57	165	674	139.58	0.19	0.06	0.29	0.08
Unknown	Unknown	RND-4_FAMILY-3625	65317	2107	101	9441	1748.04	0.02	0.01	0.07	0.02
Unknown	Unknown	RND-4_FAMILY-3656	3474	138.96	104	172	18.74	0.14	0.06	0.19	0.03
Unknown	Unknown	RND-4_FAMILY-3678	7018	280.72	102	669	176.29	0.16	0.04	0.32	0.08
Unknown	Unknown	RND-4_FAMILY-3729	19055	293.15	106	1176	158.15	0.05	0.01	0.2	0.04
Unknown	Unknown	RND-4_FAMILY-3780	13138	525.52	105	3592	721.15	0.21	0.05	0.3	0.07
Unknown	Unknown	RND-4_FAMILY-4223	4780	265.56	102	456	103.17	0.12	0.04	0.26	0.06
Unknown	Unknown	RND-4_FAMILY-4261	802	133.67	111	195	31.95	0.14	0.05	0.22	0.06
Unknown	Unknown	RND-4_FAMILY-4284	26674	272.18	104	989	177.33	0.15	0.07	0.32	0.05
Unknown	Unknown	RND-4_FAMILY-435	29935	215.36	102	506	92.3	0.21	0.12	0.33	0.05
Unknown	Unknown	RND-4_FAMILY-4459	8028	243.27	105	462	103.76	0.1	0.04	0.18	0.04
Unknown	Unknown	RND-4_FAMILY-4560	31178	511.11	106	1040	239.5	0.29	0.03	0.4	0.08
Unknown	Unknown	RND-4_FAMILY-4597	521	260.5	209	312	72.83	0.1	0.06	0.14	0.05
Unknown	Unknown	RND-4_FAMILY-489	5141	171.37	102	323	60.53	0.18	0.09	0.25	0.05
Unknown	Unknown	RND-4_FAMILY-5278	1389	231.5	149	346	69.32	0.22	0.09	0.33	0.11
Unknown	Unknown	RND-4_FAMILY-5284	2384	216.73	129	344	71.73	0.03	0.01	0.05	0.01
Unknown	Unknown	RND-4_FAMILY-530	5276	164.88	101	383	56.75	0.19	0.08	0.34	0.05
Unknown	Unknown	RND-4_FAMILY-5437	25098	321.77	102	1153	245.07	0.12	0.01	0.29	0.06
Unknown	Unknown	RND-4_FAMILY-5733	53942	793.26	119	2378	665.71	0.18	0.03	0.4	0.09
Unknown	Unknown	RND-4_FAMILY-5855	503	125.75	112	135	9.78	0.09	0.06	0.12	0.03
Unknown	Unknown	RND-4_FAMILY-608	69806	1517.52	220	6552	1663.78	0.16	0.02	0.23	0.06
Unknown	Unknown	RND-4_FAMILY-6089	3700	194.74	116	293	43.95	0.22	0.12	0.38	0.06
Unknown	Unknown	RND-4_FAMILY-618	62522	512.48	102	2844	413.26	0.13	0.04	0.32	0.05
Unknown	Unknown	RND-4_FAMILY-650	4746	237.3	126	445	103.81	0.12	0.04	0.2	0.04
Unknown	Unknown	RND-4_FAMILY-66	39109	953.88	103	1706	551.48	0.19	0.1	0.31	0.06
Unknown	Unknown	RND-4_FAMILY-667	14205	458.23	129	951	269.67	0.18	0.12	0.3	0.04
Unknown	Unknown	RND-4_FAMILY-6746	48558	2555.68	242	7252	1824.88	0.14	0.04	0.32	0.09
Unknown	Unknown	RND-4_FAMILY-680	43733	643.13	117	1628	286.68	0.03	-0	0.13	0.02
Unknown	Unknown	RND-4_FAMILY-6959	3709	123.63	103	213	21.41	0.13	0.04	0.19	0.04
Unknown	Unknown	RND-4_FAMILY-7212	2205	147	101	260	47.09	0.11	0.06	0.19	0.03
Unknown	Unknown	RND-4_FAMILY-728	7648	191.2	102	516	87.25	0.18	0.1	0.26	0.04
Unknown	Unknown	RND-4_FAMILY-736	5840	224.62	117	504	80.12	0.11	0.05	0.27	0.06
Unknown	Unknown	RND-4_FAMILY-74	9507	211.27	107	351	92.28	0.14	0.04	0.27	0.06
Unknown	Unknown	RND-4_FAMILY-7418	7407	246.9	103	575	138.07	0.09	0.04	0.22	0.04
Unknown	Unknown	RND-4_FAMILY-7470	6766	375.89	143	716	218.36	0.14	0.02	0.32	0.1
Unknown	Unknown	RND-4_FAMILY-776	10163	199.27	104	456	86.09	0.17	0.09	0.25	0.04
Unknown	Unknown	RND-4_FAMILY-783	5676	153.41	101	280	41.21	0.16	0.09	0.24	0.03
Unknown	Unknown	RND-4_FAMILY-8050	19976	237.81	114	483	93.04	0.11	0.05	0.3	0.05
Unknown	Unknown	RND-4_FAMILY-8117	28206	909.87	103	3175	772.73	0.15	0.04	0.25	0.05
Unknown	Unknown	RND-4_FAMILY-8120	14207	617.7	102	1805	553.38	0.15	0.08	0.32	0.05
Unknown	Unknown	RND-4_FAMILY-838	224	112	112	112	0	0.12	0.12	0.12	0
Unknown	Unknown	RND-4_FAMILY-864	29954	325.59	105	1143	267.27	0.09	-0	0.26	0.07
Unknown	Unknown	RND-4_FAMILY-870	16497	611	106	2871	782.94	0.07	0	0.2	0.06
Unknown	Unknown	RND-4_FAMILY-904	8058	217.78	101	515	104.56	0.18	0.08	0.26	0.05
Unknown	Unknown	RND-4_FAMILY-911	17181	235.36	102	463	94.35	0.15	0.08	0.27	0.05
Unknown	Unknown	RND-4_FAMILY-913	6983	225.26	104	460	99.74	0.18	0.08	0.29	0.05
Unknown	Unknown	RND-4_FAMILY-919	14072	402.06	101	856	257.58	0.03	0.01	0.08	0.02
Unknown	Unknown	RND-4_FAMILY-945	2190	219	106	342	79.42	0.15	0.08	0.19	0.03
Unknown	Unknown	RND-4_FAMILY-948	1098	183	104	232	57.62	0.2	0.13	0.26	0.04
Unknown	Unknown	RND-4_FAMILY-950	4654	129.28	101	318	41.47	0.2	0.05	0.31	0.05
Unknown	Unknown	RND-4_FAMILY-99	18378	540.53	101	3683	1011.35	0.2	0	0.34	0.08
